#Position (bp)	mapping quality
8410.5	37.30926134495037
25940.0	37.56231646562094
35139.0	18.326656775469832
46800.5	38.537679790026246
64409.5	38.571121143068616
73541.0	33.78450283639032
86802.5	38.02880792169283
101307.0	33.621340665453765
111325.0	38.43568799166055
126105.0	39.61195218508036
138043.5	38.847693055994135
146326.0	38.18438601461096
159916.5	38.23849573909506
172072.0	41.37912801605941
183025.0	40.72696257754653
198016.5	38.01404445828925
208691.0	40.5952630720097
217041.0	40.1346402251652
230462.0	34.53058902056624
242338.5	29.197277841331772
253024.5	38.951134084464336
267208.5	39.212596121872146
278319.5	39.835708386102084
286105.0	41.34062075398016
297798.0	40.029837009149134
311046.5	37.173708786331076
318362.0	30.512668438165527
327213.5	35.321982807132954
341820.5	38.541033303478955
350578.0	30.56438588325656
364359.5	36.3506956799502
381968.5	39.992939484436214
389192.5	40.181989896953915
398873.0	36.54478715053265
413622.5	38.09001148901943
421551.0	40.39380205545651
428518.0	37.36417157275021
445474.5	35.459078776690454
457182.0	35.14507615941744
464990.5	36.605381973344926
478858.5	28.681701654426366
489311.5	0.957973522274668
498435.5	35.07569382710839
511166.5	35.97611718233896
523392.5	38.04416202907135
531023.0	30.997467880846735
539961.5	37.89874542720281
554520.5	37.38016038629922
563191.0	24.394871915614992
569436.0	38.91911500205083
582155.5	38.19718284462194
593817.0	36.91940626147361
599917.5	39.523296380307336
608352.5	38.427337513336084
622626.5	37.66197175889885
631800.5	37.20044301784962
637821.0	34.12302733051187
647767.5	37.11491033997459
660128.5	36.94814919380917
667791.0	33.78650077897
673897.5	35.845096577741714
684317.5	37.77633921043263
696152.5	39.16469724800735
703341.5	40.38079784334179
709372.5	38.29129416699242
720480.5	38.86981291881369
733077.5	35.165358998374714
740011.5	25.047846564303605
746491.0	38.678549226594555
758147.5	39.98541060894329
769202.0	38.41453666502876
774721.5	37.036380382224266
782354.5	36.15068866976807
795324.5	34.03404657634052
805375.5	39.64524315884289
812305.5	37.236371811262245
820192.0	39.83495392474819
831535.0	36.9928319725734
841257.5	39.67866820319556
847250.5	38.921656508420234
858438.0	38.97323049678515
873038.0	36.7302307980448
879459.5	37.62113594188647
885689.5	35.97002423256769
896484.0	36.28906984191527
907363.0	38.85848754684116
914177.5	36.748950448402475
919461.0	36.542681520090575
928692.0	36.74824932132792
939470.5	24.480790281614258
947848.5	38.81140072756399
953633.0	38.624750191239364
961800.0	37.98112234507315
976303.0	37.21394912590066
985745.0	29.56208842356889
990929.0	38.33357519783938
1001077.0	38.616516649140245
1011549.0	36.277526884065544
1019010.0	39.72526834677594
1024038.0	35.420401360048416
1031972.0	30.421846052444064
1042282.0	37.41401798710162
1051957.0	37.170920453148604
1056893.0	33.81404252409927
1062613.0	39.04578921703894
1073627.0	37.595636020220795
1084244.0	40.03942608670565
1090486.5	37.266532845552476
1095744.5	35.24560371383538
1104631.0	37.73257873366334
1114595.5	36.46232793184829
1123318.0	36.45422920944779
1128214.5	27.527074299929172
1134288.5	39.73033363177537
1143875.0	38.925767446835
1153507.5	39.802497363938684
1160292.0	40.769073283248055
1164981.5	40.80557033531312
1172729.5	38.52335139983539
1182397.0	37.81451333486992
1192239.5	37.724422826471624
1197394.0	30.29445727482679
1202420.5	37.72556765044708
1212011.5	40.48028953468285
1221267.5	38.7078303832546
1229285.5	37.89662181845646
1234272.0	38.31732144554895
1241130.5	34.54756857188253
1250994.0	35.58354661332874
1260532.5	33.105883761200836
1266636.5	38.458131963490565
1271225.0	41.18281471188683
1279139.5	4.541628811213867
1288260.0	39.08983559713727
1297353.0	40.06463955940021
1302465.0	39.91635790503911
1307059.0	40.18995103436599
1315651.5	37.19879069767442
1324724.5	38.38327712676
1333741.0	39.057515215140754
1338290.5	16.634146341463413
1343042.0	36.37713397323239
1352167.0	26.8913337151264
1360903.5	31.052252595794396
1369381.5	40.83013461606171
1374025.0	39.5582771910813
1378908.0	36.16289352814965
1387890.0	29.77463546833789
1396839.5	40.04120915666296
1404944.0	40.19094114493293
1409378.0	36.039787814129916
1414351.0	35.655154743220585
1423181.5	39.44802314123269
1432008.0	37.372121835194896
1440129.0	39.055367317352754
1444416.5	40.079112555984025
1449187.5	37.59193656240459
1457771.0	36.981516818268176
